dataset,method,iter,split,accuracy,f1_score
penguins,deepseek-r1:70b,2,33/67,0.6042248478338704,0.5930606329669432
penguins,deepseek-r1:70b,3,33/67,0.5225922451532208,0.5046740698914612
penguins,deepseek-r1:70b,4,33/67,0.4533333333333333,0.38888888888888884
penguins,deepseek-r1:70b,0,50/50,0.44144144144144143,0.32917943479741235
penguins,deepseek-r1:70b,1,50/50,0.734267040149393,0.702606499487747
penguins,deepseek-r1:70b,2,50/50,0.6138838475499092,0.6049236142519724
penguins,deepseek-r1:70b,3,50/50,0.5288787438611053,0.5147520401757689
penguins,deepseek-r1:70b,4,50/50,0.44144144144144143,0.3718346511860675
penguins,deepseek-r1:70b,0,67/33,0.4567901234567901,0.3594847775175644
penguins,deepseek-r1:70b,1,67/33,0.7299567099567099,0.6982975470780349
penguins,deepseek-r1:70b,2,67/33,0.6174152876280536,0.6113119143239625
penguins,deepseek-r1:70b,3,67/33,0.5494756041951664,0.5350300459526335
penguins,deepseek-r1:70b,4,67/33,0.4513888888888889,0.3896266698006033
penguins,gemma3:27b,0,33/67,0.6086249760948556,0.6294312599869799
penguins,gemma3:27b,1,33/67,0.6005551645945735,0.601386723888546
penguins,gemma3:27b,2,33/67,0.4904214559386973,0.3502222803347281
penguins,gemma3:27b,3,33/67,0.3289173789173789,0.30504698246633727
penguins,gemma3:27b,4,33/67,0.2784313725490196,0.20974868456882845
penguins,gemma3:27b,0,50/50,0.6082490771946718,0.6229149039383581
penguins,gemma3:27b,1,50/50,0.6486399004046063,0.6502370740255056
penguins,gemma3:27b,2,50/50,0.47761194029850745,0.31379198966408267
penguins,gemma3:27b,3,50/50,0.3457278481012658,0.31468768539706754
penguins,gemma3:27b,4,50/50,0.2816387816387816,0.21167189889720675
penguins,gemma3:27b,0,67/33,0.6012759170653909,0.6261298407308594
penguins,gemma3:27b,1,67/33,0.6407792207792208,0.6369259606373009
penguins,gemma3:27b,2,67/33,0.4761904761904762,0.3081081081081081
penguins,gemma3:27b,3,67/33,0.35000000000000003,0.31432411674347155
penguins,gemma3:27b,4,67/33,0.2728174603174603,0.20591630591630591
penguins,gpt-oss:120b,0,33/67,0.7798742138364779,0.6790140845070423
penguins,gpt-oss:120b,1,33/67,0.6749550394870593,0.6230393961708395
penguins,gpt-oss:120b,2,33/67,0.5614035087719298,0.4916502486161929
penguins,gpt-oss:120b,3,33/67,0.6001424501424502,0.5618466731334927
penguins,gpt-oss:120b,4,33/67,0.5966751918158568,0.44455744477991416
penguins,gpt-oss:120b,0,50/50,0.7702702702702702,0.6729857611432141
penguins,gpt-oss:120b,1,50/50,0.6812698412698412,0.6286758563074352
penguins,gpt-oss:120b,2,50/50,0.5570175438596491,0.4988711498145461
penguins,gpt-oss:120b,3,50/50,0.6028481012658228,0.574320549475829
penguins,gpt-oss:120b,4,50/50,0.5883597883597883,0.4405458089668615
penguins,gpt-oss:120b,0,67/33,0.7716049382716049,0.6639504605043741
penguins,gpt-oss:120b,1,67/33,0.7092063492063492,0.6631154377459796
penguins,gpt-oss:120b,2,67/33,0.5390070921985816,0.48728295426754703
penguins,gpt-oss:120b,3,67/33,0.5722222222222223,0.5280119017983096
penguins,gpt-oss:120b,4,67/33,0.5813492063492064,0.4398004815961472
vote,claude,0,33/67,0.5060562614327384,0.39758325965222513
vote,claude,1,33/67,0.4948830770751965,0.39166666666666666
vote,claude,2,33/67,0.5021121351766513,0.37966008771929827
vote,claude,3,33/67,0.501742073565278,0.39101516261766533
vote,claude,4,33/67,0.4889611669623497,0.3094175170068027
vote,claude,0,50/50,0.5,0.38243626062322944
vote,claude,1,50/50,0.49175724637681156,0.39353108764873473
vote,claude,2,50/50,0.5034840170716837,0.39176776701463994
vote,claude,3,50/50,0.5023203926818385,0.39353108764873473
vote,claude,4,50/50,0.48774193548387096,0.3267647058823529
vote,claude,0,67/33,0.5,0.3872340425531915
vote,claude,1,67/33,0.478494623655914,0.38197424892703863
vote,claude,2,67/33,0.4978549540347293,0.3955022488755622
vote,claude,3,67/33,0.4945652173913043,0.3872340425531915
vote,claude,4,67/33,0.4973335966818092,0.3451641526175688
vote,gemini,0,33/67,0.4857863252088792,0.30165816326530615
vote,gemini,1,33/67,0.4946358827310031,0.3056906224953246
vote,gemini,2,33/67,0.4915514592933947,0.3334782608695652
vote,gemini,3,33/67,0.49459957194763826,0.4285903814262023
vote,gemini,4,33/67,0.5036960378474276,0.311682538827301
vote,gemini,0,50/50,0.4883980365908077,0.3025239957340917
vote,gemini,1,50/50,0.4832427536231884,0.2867264552879975
vote,gemini,2,50/50,0.4860639317132654,0.333522929257021
vote,gemini,3,50/50,0.48799643016510486,0.424092990489609
vote,gemini,4,50/50,0.4958709677419355,0.31798273057189336
vote,gemini,0,67/33,0.4897366784159237,0.31063829787234043
vote,gemini,1,67/33,0.48134092346616064,0.2730397422126746
vote,gemini,2,67/33,0.5064351378958121,0.3349087003222342
vote,gemini,3,67/33,0.4841137123745819,0.42997542997543
vote,gemini,4,67/33,0.5016788465336757,0.3290909090909091
vote,gpt-4o,0,33/67,0.5314184011469817,0.36578217407232955
vote,gpt-4o,1,33/67,0.49836851732832355,0.28344049463279547
vote,gpt-4o,2,33/67,0.5021121351766513,0.37966008771929827
vote,gpt-4o,3,33/67,0.5115972325917078,0.462401741831164
vote,gpt-4o,4,33/67,0.5052730139956633,0.3077287814129919
vote,gpt-4o,0,50/50,0.5384203480589023,0.3658033033033033
vote,gpt-4o,1,50/50,0.5036231884057971,0.2765545139645859
vote,gpt-4o,2,50/50,0.5034840170716837,0.39176776701463994
vote,gpt-4o,3,50/50,0.514413208389112,0.4707542908762421
vote,gpt-4o,4,50/50,0.501247311827957,0.32046254399195573
vote,gpt-4o,0,67/33,0.5510055981754095,0.3878771975859355
vote,gpt-4o,1,67/33,0.5053763440860215,0.2735248958104848
vote,gpt-4o,2,67/33,0.4978549540347293,0.3955022488755622
vote,gpt-4o,3,67/33,0.5075250836120402,0.4715596330275229
vote,gpt-4o,4,67/33,0.5098755678451511,0.3329902213072568
vote,gpt-o1,0,33/67,0.5060562614327384,0.39758325965222513
vote,gpt-o1,1,33/67,0.5,0.38004246284501064
vote,gpt-o1,2,33/67,0.5114247311827957,0.4193517096435211
vote,gpt-o1,3,33/67,0.501742073565278,0.39101516261766533
vote,gpt-o1,4,33/67,0.5093140153755175,0.3233407005558904
vote,gpt-o1,0,50/50,0.5,0.38243626062322944
vote,gpt-o1,1,50/50,0.5,0.38764044943820225
vote,gpt-o1,2,50/50,0.5121940597508928,0.4343275314149101
vote,gpt-o1,3,50/50,0.5023203926818385,0.39353108764873473
vote,gpt-o1,4,50/50,0.505247311827957,0.3288950068827431
vote,gpt-o1,0,67/33,0.5,0.3872340425531915
vote,gpt-o1,1,67/33,0.5,0.3924050632911392
vote,gpt-o1,2,67/33,0.4879468845760981,0.4138668506381511
vote,gpt-o1,3,67/33,0.4945652173913043,0.3872340425531915
vote,gpt-o1,4,67/33,0.5158996642306932,0.34545454545454546
vote,llama3.1:70b,0,33/67,0.47018836209027537,0.27640479539213714
vote,llama3.1:70b,1,33/67,0.5,0.27901234567901234
vote,llama3.1:70b,2,33/67,0.5029761904761905,0.30471234048620516
vote,llama3.1:70b,3,33/67,0.50756557662635,0.30769539883463937
vote,llama3.1:70b,4,33/67,0.5196629213483146,0.32355212355212354
vote,llama3.1:70b,0,50/50,0.4833110218652387,0.2819810073326121
vote,llama3.1:70b,1,50/50,0.5,0.2684563758389262
vote,llama3.1:70b,2,50/50,0.5,0.2899022801302932
vote,llama3.1:70b,3,50/50,0.5101740294511379,0.3184085539034345
vote,llama3.1:70b,4,50/50,0.516,0.33393934802918973
vote,llama3.1:70b,0,67/33,0.4826871241965582,0.28125
vote,llama3.1:70b,1,67/33,0.5,0.26153846153846155
vote,llama3.1:70b,2,67/33,0.5,0.27638190954773867
vote,llama3.1:70b,3,67/33,0.5175585284280936,0.31944146079484426
vote,llama3.1:70b,4,67/33,0.5240963855421686,0.3494595985589295
vote,llama3.3:70b,0,33/67,0.5090720324318979,0.321293080416778
vote,llama3.3:70b,1,33/67,0.49557522123893805,0.27722772277227725
vote,llama3.3:70b,2,33/67,0.5078725038402457,0.32239146027593774
vote,llama3.3:70b,3,33/67,0.5066696530784929,0.43148572511587036
vote,llama3.3:70b,4,33/67,0.4836881529666864,0.2839937682042945
vote,llama3.3:70b,0,50/50,0.5199018295403838,0.3288145301797179
vote,llama3.3:70b,1,50/50,0.5,0.2684563758389262
vote,llama3.3:70b,2,50/50,0.5060099294486543,0.31298543388173405
vote,llama3.3:70b,3,50/50,0.504194556001785,0.42799814786232443
vote,llama3.3:70b,4,50/50,0.4811182795698925,0.30462519936204147
vote,llama3.3:70b,0,67/33,0.532967032967033,0.3393425810978572
vote,llama3.3:70b,1,67/33,0.5,0.26153846153846155
vote,llama3.3:70b,2,67/33,0.5077630234933606,0.30918114143920594
vote,llama3.3:70b,3,67/33,0.5112876254180602,0.4488336823860764
vote,llama3.3:70b,4,67/33,0.48745802883665806,0.3127272727272727
vote,deepseek-r1:70b,0,33/67,0.49836851732832355,0.28344049463279547
vote,deepseek-r1:70b,1,33/67,0.5,0.27901234567901234
vote,deepseek-r1:70b,2,33/67,0.511520737327189,0.3609985410925596
vote,deepseek-r1:70b,3,33/67,0.498257926434722,0.27977869533815736
vote,deepseek-r1:70b,4,33/67,0.4956140350877193,0.27901234567901234
vote,deepseek-r1:70b,0,50/50,0.4976796073181615,0.28154676171178866
vote,deepseek-r1:70b,1,50/50,0.5,0.2684563758389262
vote,deepseek-r1:70b,2,50/50,0.5089277937461893,0.3615493623051488
vote,deepseek-r1:70b,3,50/50,0.4976796073181615,0.28154676171178866
vote,deepseek-r1:70b,4,50/50,0.4946236559139785,0.2967741935483871
vote,deepseek-r1:70b,0,67/33,0.49606054323035453,0.27741935483870966
vote,deepseek-r1:70b,1,67/33,0.5,0.26153846153846155
vote,deepseek-r1:70b,2,67/33,0.521144024514811,0.350375939849624
vote,deepseek-r1:70b,3,67/33,0.5054347826086957,0.27741935483870966
vote,deepseek-r1:70b,4,67/33,0.4918032786885246,0.29411764705882354
vote,gemma3:27b,0,33/67,0.4746131408513373,0.2783150655491081
vote,gemma3:27b,1,33/67,0.474588421416918,0.35342465753424657
vote,gemma3:27b,2,33/67,0.48847926267281105,0.3951946975973488
vote,gemma3:27b,3,33/67,0.4840226967298791,0.28811798089604734
vote,gemma3:27b,4,33/67,0.47772521190616996,0.28615946701053085
vote,gemma3:27b,0,50/50,0.4856314145470772,0.2765545139645859
vote,gemma3:27b,1,50/50,0.4740942028985507,0.3477827272122864
vote,gemma3:27b,2,50/50,0.487588189182127,0.39849712340025834
vote,gemma3:27b,3,50/50,0.4809906291834003,0.28719062507458415
vote,gemma3:27b,4,50/50,0.47974193548387095,0.310467529900168
vote,gemma3:27b,0,67/33,0.4866265809662036,0.2735248958104848
vote,gemma3:27b,1,67/33,0.47185325743200507,0.35044105854049723
vote,gemma3:27b,2,67/33,0.4697650663942799,0.38031746031746033
vote,gemma3:27b,3,67/33,0.5066889632107023,0.296875
vote,gemma3:27b,4,67/33,0.49348212522220025,0.32516515160070014
vote,gpt-oss:120b,0,33/67,0.4879121965689425,0.4211997140443231
vote,gpt-oss:120b,1,33/67,0.48489642556978296,0.43969298245614036
vote,gpt-oss:120b,2,33/67,0.4952956989247312,0.3882042398746185
vote,gpt-oss:120b,3,33/67,0.5027624309392266,0.2816139084795801
vote,gpt-oss:120b,4,33/67,0.5044352454169131,0.3851707023612574
vote,gpt-oss:120b,0,50/50,0.48197233377956267,0.4136840549726614
vote,gpt-oss:120b,1,50/50,0.4801630434782609,0.4407138873396542
vote,gpt-oss:120b,2,50/50,0.4992160961588712,0.40538920360878816
vote,gpt-oss:120b,3,50/50,0.5037037037037037,0.28401960784313723
vote,gpt-oss:120b,4,50/50,0.5021075268817204,0.4010989010989011
vote,gpt-oss:120b,0,67/33,0.47180178312253784,0.4187016081000595
vote,gpt-oss:120b,1,67/33,0.49968374446552816,0.4609625668449198
vote,gpt-oss:120b,2,67/33,0.49009193054136874,0.40393948044533257
vote,gpt-oss:120b,3,67/33,0.5054347826086957,0.27741935483870966
vote,gpt-oss:120b,4,67/33,0.5127394825202449,0.41304347826086957
