dataset,method,num_trees,split,iter,accuracy,f1_score
bankruptcy,llama3.1:70b,5,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,llama3.3:70b,5,33/67,0,0.7894736842105263,0.7614035087719297
bankruptcy,llama3.3:70b,5,33/67,1,0.7986111111111112,0.793939393939394
bankruptcy,llama3.3:70b,5,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,llama3.3:70b,5,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,llama3.3:70b,5,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,llama3.3:70b,5,50/50,0,0.7666666666666666,0.7771836007130125
bankruptcy,llama3.3:70b,5,50/50,1,0.875,0.8768472906403941
bankruptcy,llama3.3:70b,5,50/50,2,0.9131944444444444,0.9131944444444444
bankruptcy,llama3.3:70b,5,50/50,3,0.8116883116883117,0.8
bankruptcy,llama3.3:70b,5,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,llama3.3:70b,5,67/33,0,0.9090909090909092,0.8785714285714286
bankruptcy,llama3.3:70b,5,67/33,1,0.9444444444444444,0.9411764705882353
bankruptcy,llama3.3:70b,5,67/33,2,1.0,1.0
bankruptcy,llama3.3:70b,5,67/33,3,0.9285714285714286,0.9377289377289377
bankruptcy,llama3.3:70b,5,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,deepseek-r1:70b,5,33/67,0,0.7894736842105263,0.7614035087719297
bankruptcy,deepseek-r1:70b,5,33/67,1,0.8576388888888888,0.8528138528138528
bankruptcy,deepseek-r1:70b,5,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,deepseek-r1:70b,5,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,deepseek-r1:70b,5,33/67,4,0.7736842105263158,0.7786046511627907
bankruptcy,deepseek-r1:70b,5,50/50,0,0.8166666666666667,0.8263888888888888
bankruptcy,deepseek-r1:70b,5,50/50,1,0.875,0.8768472906403941
bankruptcy,deepseek-r1:70b,5,50/50,2,0.8819444444444444,0.8726655348047538
bankruptcy,deepseek-r1:70b,5,50/50,3,0.8116883116883117,0.8
bankruptcy,deepseek-r1:70b,5,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,deepseek-r1:70b,5,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,deepseek-r1:70b,5,67/33,1,0.9444444444444444,0.9411764705882353
bankruptcy,deepseek-r1:70b,5,67/33,2,0.9166666666666667,0.9328063241106719
bankruptcy,deepseek-r1:70b,5,67/33,3,0.9285714285714286,0.9377289377289377
bankruptcy,deepseek-r1:70b,5,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gemma3:27b,5,33/67,0,0.8157894736842105,0.7925021795989537
bankruptcy,gemma3:27b,5,33/67,1,0.7708333333333333,0.7638888888888888
bankruptcy,gemma3:27b,5,33/67,2,0.887719298245614,0.8819444444444444
bankruptcy,gemma3:27b,5,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gemma3:27b,5,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gemma3:27b,5,50/50,0,0.9166666666666667,0.9166666666666667
bankruptcy,gemma3:27b,5,50/50,1,1.0,1.0
bankruptcy,gemma3:27b,5,50/50,2,0.8576388888888888,0.8663101604278074
bankruptcy,gemma3:27b,5,50/50,3,0.8116883116883117,0.8
bankruptcy,gemma3:27b,5,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gemma3:27b,5,67/33,0,0.9090909090909092,0.8785714285714286
bankruptcy,gemma3:27b,5,67/33,1,0.9375,0.9403508771929825
bankruptcy,gemma3:27b,5,67/33,2,0.8712121212121212,0.8712121212121212
bankruptcy,gemma3:27b,5,67/33,3,0.9285714285714286,0.9377289377289377
bankruptcy,gemma3:27b,5,67/33,4,0.7152777777777778,0.7017543859649122
boxing1,no,5,33/67,0,0.6813725490196079,0.6884615384615385
boxing1,no,5,33/67,1,0.7206439393939394,0.727088948787062
boxing1,no,5,33/67,2,0.6903571428571429,0.6603225806451614
boxing1,no,5,33/67,3,0.6357816711590296,0.6345864661654135
boxing1,no,5,33/67,4,0.5799071618037135,0.5804511278195489
boxing1,no,5,50/50,0,0.775,0.7850862911103875
boxing1,no,5,50/50,1,0.7135706340378198,0.7127569698676429
boxing1,no,5,50/50,2,0.6785714285714286,0.6865203761755485
boxing1,no,5,50/50,3,0.6626984126984128,0.607843137254902
boxing1,no,5,50/50,4,0.6190476190476191,0.6148908857509627
boxing1,no,5,67/33,0,0.8401253918495297,0.8214285714285714
boxing1,no,5,67/33,1,0.7255639097744361,0.7248280175109443
boxing1,no,5,67/33,2,0.6752136752136753,0.6865203761755485
boxing1,no,5,67/33,3,0.7321937321937322,0.7492163009404389
boxing1,no,5,67/33,4,0.6730769230769231,0.68
boxing1,claude,5,33/67,0,0.5627450980392157,0.5633423180592991
boxing1,claude,5,33/67,1,0.5303030303030303,0.5296774193548387
boxing1,claude,5,33/67,2,0.6103571428571428,0.5971485411140584
boxing1,claude,5,33/67,3,0.5990566037735849,0.5971485411140584
boxing1,claude,5,33/67,4,0.5470822281167109,0.5397727272727273
boxing1,claude,5,50/50,0,0.6875,0.6919127086007703
boxing1,claude,5,50/50,1,0.6273637374860956,0.6180555555555556
boxing1,claude,5,50/50,2,0.5753968253968254,0.5764705882352941
boxing1,claude,5,50/50,3,0.6071428571428571,0.6134899583175445
boxing1,claude,5,50/50,4,0.6071428571428572,0.6011396011396011
boxing1,claude,5,67/33,0,0.7601880877742947,0.7381818181818182
boxing1,claude,5,67/33,1,0.6967418546365914,0.696969696969697
boxing1,claude,5,67/33,2,0.5227920227920227,0.5157384987893463
boxing1,claude,5,67/33,3,0.717948717948718,0.6875
boxing1,claude,5,67/33,4,0.6181318681318682,0.6218181818181818
boxing1,gemini,5,33/67,0,0.6049019607843137,0.6050207693696947
boxing1,gemini,5,33/67,1,0.7443181818181819,0.7443181818181819
boxing1,gemini,5,33/67,2,0.5657142857142857,0.5454545454545454
boxing1,gemini,5,33/67,3,0.5936657681940701,0.5953746530989824
boxing1,gemini,5,33/67,4,0.5185676392572944,0.5182667799490229
boxing1,gemini,5,50/50,0,0.55,0.5485636114911081
boxing1,gemini,5,50/50,1,0.6479421579532814,0.6475524475524476
boxing1,gemini,5,50/50,2,0.8293650793650793,0.8241615109084989
boxing1,gemini,5,50/50,3,0.7698412698412698,0.7435897435897436
boxing1,gemini,5,50/50,4,0.6111111111111112,0.5588235294117647
boxing1,gemini,5,67/33,0,0.822884012539185,0.7963636363636364
boxing1,gemini,5,67/33,1,0.6491228070175439,0.6491228070175439
boxing1,gemini,5,67/33,2,0.6965811965811965,0.6925227113906359
boxing1,gemini,5,67/33,3,0.7165242165242165,0.7025016903313049
boxing1,gemini,5,67/33,4,0.6126373626373627,0.6050032916392363
boxing1,gpt-4o,5,33/67,0,0.6,0.5974025974025974
boxing1,gpt-4o,5,33/67,1,0.5861742424242424,0.5867346938775511
boxing1,gpt-4o,5,33/67,2,0.5032142857142857,0.4717391304347826
boxing1,gpt-4o,5,33/67,3,0.5717654986522911,0.5702917771883289
boxing1,gpt-4o,5,33/67,4,0.4973474801061008,0.4970588235294118
boxing1,gpt-4o,5,50/50,0,0.7375,0.7375
boxing1,gpt-4o,5,50/50,1,0.6941045606229144,0.6875
boxing1,gpt-4o,5,50/50,2,0.6746031746031746,0.6625000000000001
boxing1,gpt-4o,5,50/50,3,0.5753968253968254,0.5764705882352941
boxing1,gpt-4o,5,50/50,4,0.5992063492063493,0.5832074901842343
boxing1,gpt-4o,5,67/33,0,0.634796238244514,0.6218181818181818
boxing1,gpt-4o,5,67/33,1,0.7180451127819549,0.7163120567375887
boxing1,gpt-4o,5,67/33,2,0.7136752136752136,0.7254004576659039
boxing1,gpt-4o,5,67/33,3,0.7535612535612535,0.7484276729559749
boxing1,gpt-4o,5,67/33,4,0.7087912087912087,0.7150997150997151
boxing1,gpt-o1,5,33/67,0,0.4392156862745098,0.41554116558741905
boxing1,gpt-o1,5,33/67,1,0.5757575757575757,0.576050753370341
boxing1,gpt-o1,5,33/67,2,0.7460714285714285,0.7200921507322692
boxing1,gpt-o1,5,33/67,3,0.5990566037735849,0.5971485411140584
boxing1,gpt-o1,5,33/67,4,0.5358090185676392,0.5360512129380054
boxing1,gpt-o1,5,50/50,0,0.75,0.7435897435897436
boxing1,gpt-o1,5,50/50,1,0.6629588431590656,0.660633484162896
boxing1,gpt-o1,5,50/50,2,0.8531746031746033,0.8588235294117648
boxing1,gpt-o1,5,50/50,3,0.7063492063492063,0.6770334928229665
boxing1,gpt-o1,5,50/50,4,0.5992063492063493,0.5832074901842343
boxing1,gpt-o1,5,67/33,0,0.822884012539185,0.7963636363636364
boxing1,gpt-o1,5,67/33,1,0.6390977443609023,0.6266666666666667
boxing1,gpt-o1,5,67/33,2,0.7336182336182336,0.7381818181818182
boxing1,gpt-o1,5,67/33,3,0.7720797720797721,0.7720797720797721
boxing1,gpt-o1,5,67/33,4,0.760989010989011,0.7565922920892495
boxing1,rt-us,5,33/67,0,0.6147058823529412,0.6151315789473684
boxing1,rt-us,5,33/67,1,0.7490530303030303,0.746558197747184
boxing1,rt-us,5,33/67,2,0.6189285714285715,0.572360248447205
boxing1,rt-us,5,33/67,3,0.6586927223719676,0.667578659370725
boxing1,rt-us,5,33/67,4,0.6336206896551724,0.6345864661654135
boxing1,rt-us,5,50/50,0,0.5125,0.5125
boxing1,rt-us,5,50/50,1,0.6490545050055617,0.6491228070175439
boxing1,rt-us,5,50/50,2,0.7619047619047619,0.7619047619047619
boxing1,rt-us,5,50/50,3,0.7619047619047619,0.717978848413631
boxing1,rt-us,5,50/50,4,0.6309523809523809,0.5977849023608277
boxing1,rt-us,5,67/33,0,0.7037617554858934,0.7094430992736077
boxing1,rt-us,5,67/33,1,0.7994987468671679,0.7994987468671679
boxing1,rt-us,5,67/33,2,0.5427350427350428,0.5423340961098397
boxing1,rt-us,5,67/33,3,0.7350427350427351,0.7252747252747254
boxing1,rt-us,5,67/33,4,0.5961538461538461,0.5943204868154158
boxing1,et-ss,5,33/67,0,0.6470588235294117,0.6339410939691446
boxing1,et-ss,5,33/67,1,0.625,0.6151315789473684
boxing1,et-ss,5,33/67,2,0.5053571428571428,0.46390641834692936
boxing1,et-ss,5,33/67,3,0.5023584905660378,0.4967105263157895
boxing1,et-ss,5,33/67,4,0.6356100795755968,0.6388888888888888
boxing1,et-ss,5,50/50,0,0.44999999999999996,0.45054945054945056
boxing1,et-ss,5,50/50,1,0.6907675194660734,0.6703296703296704
boxing1,et-ss,5,50/50,2,0.6309523809523809,0.6287854119179421
boxing1,et-ss,5,50/50,3,0.6507936507936508,0.6336996336996337
boxing1,et-ss,5,50/50,4,0.5119047619047619,0.511559752523608
boxing1,et-ss,5,67/33,0,0.7774294670846396,0.7619047619047619
boxing1,et-ss,5,67/33,1,0.6015037593984962,0.6
boxing1,et-ss,5,67/33,2,0.48717948717948717,0.48717948717948717
boxing1,et-ss,5,67/33,3,0.6994301994301995,0.6647324306898775
boxing1,et-ss,5,67/33,4,0.8324175824175823,0.8156682027649769
boxing1,rf-ss,5,33/67,0,0.6254901960784314,0.628377230246389
boxing1,rf-ss,5,33/67,1,0.5416666666666666,0.5360512129380054
boxing1,rf-ss,5,33/67,2,0.6146428571428572,0.5867346938775511
boxing1,rf-ss,5,33/67,3,0.590633423180593,0.590633423180593
boxing1,rf-ss,5,33/67,4,0.5759283819628647,0.5714285714285714
boxing1,rf-ss,5,50/50,0,0.5,0.4998456313677061
boxing1,rf-ss,5,50/50,1,0.6112347052280311,0.6033342914630642
boxing1,rf-ss,5,50/50,2,0.6071428571428572,0.6011396011396011
boxing1,rf-ss,5,50/50,3,0.5952380952380952,0.5875
boxing1,rf-ss,5,50/50,4,0.5595238095238095,0.546964663243733
boxing1,rf-ss,5,67/33,0,0.5940438871473355,0.5523370638578011
boxing1,rf-ss,5,67/33,1,0.493734335839599,0.48849104859335035
boxing1,rf-ss,5,67/33,2,0.5455840455840456,0.5402298850574713
boxing1,rf-ss,5,67/33,3,0.6965811965811965,0.6925227113906359
boxing1,rf-ss,5,67/33,4,0.5137362637362637,0.48231233822260566
boxing1,xg-ss,5,33/67,0,0.7411764705882353,0.75
boxing1,xg-ss,5,33/67,1,0.6789772727272727,0.6823529411764706
boxing1,xg-ss,5,33/67,2,0.6567857142857143,0.6086956521739131
boxing1,xg-ss,5,33/67,3,0.6095013477088949,0.611111111111111
boxing1,xg-ss,5,33/67,4,0.5895225464190981,0.590633423180593
boxing1,xg-ss,5,50/50,0,0.5875,0.5769682726204466
boxing1,xg-ss,5,50/50,1,0.7135706340378198,0.7127569698676429
boxing1,xg-ss,5,50/50,2,0.6944444444444444,0.6974789915966386
boxing1,xg-ss,5,50/50,3,0.8015873015873016,0.8015873015873016
boxing1,xg-ss,5,50/50,4,0.7341269841269842,0.6977777777777778
boxing1,xg-ss,5,67/33,0,0.5721003134796239,0.5636363636363637
boxing1,xg-ss,5,67/33,1,0.6228070175438596,0.6228786926461345
boxing1,xg-ss,5,67/33,2,0.7521367521367521,0.7619047619047619
boxing1,xg-ss,5,67/33,3,0.6809116809116809,0.6419437340153453
boxing1,xg-ss,5,67/33,4,0.6346153846153846,0.636617749825297
boxing1,et-sv,5,33/67,0,0.6088235294117648,0.611111111111111
boxing1,et-sv,5,33/67,1,0.5596590909090908,0.5582047685834503
boxing1,et-sv,5,33/67,2,0.5482142857142858,0.5468531468531469
boxing1,et-sv,5,33/67,3,0.6095013477088949,0.611111111111111
boxing1,et-sv,5,33/67,4,0.528183023872679,0.5277777777777778
boxing1,et-sv,5,50/50,0,0.5875,0.5897101921198307
boxing1,et-sv,5,50/50,1,0.5595105672969967,0.5417156286721504
boxing1,et-sv,5,50/50,2,0.6825396825396826,0.6825396825396826
boxing1,et-sv,5,50/50,3,0.5952380952380952,0.6000000000000001
boxing1,et-sv,5,50/50,4,0.623015873015873,0.6109910466193269
boxing1,et-sv,5,67/33,0,0.6285266457680251,0.5943204868154158
boxing1,et-sv,5,67/33,1,0.5914786967418546,0.5833333333333333
boxing1,et-sv,5,67/33,2,0.5441595441595442,0.5441595441595442
boxing1,et-sv,5,67/33,3,0.792022792022792,0.7802197802197802
boxing1,et-sv,5,67/33,4,0.7472527472527473,0.7619047619047619
boxing1,rf-sv,5,33/67,0,0.6009803921568627,0.5943759630200308
boxing1,rf-sv,5,33/67,1,0.5634469696969697,0.5465053277948347
boxing1,rf-sv,5,33/67,2,0.5635714285714286,0.55
boxing1,rf-sv,5,33/67,3,0.581199460916442,0.5804511278195489
boxing1,rf-sv,5,33/67,4,0.5911803713527851,0.5800471327572663
boxing1,rf-sv,5,50/50,0,0.5875,0.5832074901842343
boxing1,rf-sv,5,50/50,1,0.692992213570634,0.6827262044653349
boxing1,rf-sv,5,50/50,2,0.5198412698412698,0.5107218363032316
boxing1,rf-sv,5,50/50,3,0.6865079365079365,0.6771130104463438
boxing1,rf-sv,5,50/50,4,0.6428571428571428,0.6122209165687427
boxing1,rf-sv,5,67/33,0,0.731974921630094,0.7254004576659039
boxing1,rf-sv,5,67/33,1,0.6416040100250626,0.6354166666666667
boxing1,rf-sv,5,67/33,2,0.5427350427350428,0.5423340961098397
boxing1,rf-sv,5,67/33,3,0.811965811965812,0.7866666666666666
boxing1,rf-sv,5,67/33,4,0.6373626373626373,0.6428571428571428
boxing1,xg-sv,5,33/67,0,0.6872549019607843,0.6964017991004497
boxing1,xg-sv,5,33/67,1,0.6856060606060606,0.6884615384615385
boxing1,xg-sv,5,33/67,2,0.5592857142857143,0.5555555555555556
boxing1,xg-sv,5,33/67,3,0.6640835579514826,0.6666666666666667
boxing1,xg-sv,5,33/67,4,0.6047745358090186,0.6029411764705883
boxing1,xg-sv,5,50/50,0,0.675,0.6893667861409797
boxing1,xg-sv,5,50/50,1,0.6401557285873192,0.6109910466193269
boxing1,xg-sv,5,50/50,2,0.746031746031746,0.7537619699042408
boxing1,xg-sv,5,50/50,3,0.8809523809523809,0.8809523809523809
boxing1,xg-sv,5,50/50,4,0.623015873015873,0.6109910466193269
boxing1,xg-sv,5,67/33,0,0.6818181818181819,0.7128205128205128
boxing1,xg-sv,5,67/33,1,0.8258145363408521,0.8248905565978737
boxing1,xg-sv,5,67/33,2,0.7521367521367521,0.7619047619047619
boxing1,xg-sv,5,67/33,3,0.7535612535612535,0.7484276729559749
boxing1,xg-sv,5,67/33,4,0.8516483516483516,0.8400000000000001
boxing1,llama3.1:70b,5,33/67,0,0.5607843137254902,0.5545954438334643
boxing1,llama3.1:70b,5,33/67,1,0.5303030303030303,0.5296774193548387
boxing1,llama3.1:70b,5,33/67,2,0.5789285714285715,0.5438047559449312
boxing1,llama3.1:70b,5,33/67,3,0.4993261455525606,0.4992481203007519
boxing1,llama3.1:70b,5,33/67,4,0.5855437665782494,0.5819354838709678
boxing1,llama3.1:70b,5,50/50,0,0.525,0.5238095238095237
boxing1,llama3.1:70b,5,50/50,1,0.5628476084538376,0.5588235294117647
boxing1,llama3.1:70b,5,50/50,2,0.6626984126984127,0.673794853207684
boxing1,llama3.1:70b,5,50/50,3,0.6071428571428572,0.5688416211555045
boxing1,llama3.1:70b,5,50/50,4,0.5714285714285714,0.5604395604395604
boxing1,llama3.1:70b,5,67/33,0,0.5156739811912225,0.5157384987893463
boxing1,llama3.1:70b,5,67/33,1,0.5438596491228069,0.5396419437340154
boxing1,llama3.1:70b,5,67/33,2,0.6182336182336182,0.6238244514106583
boxing1,llama3.1:70b,5,67/33,3,0.7165242165242165,0.7025016903313049
boxing1,llama3.1:70b,5,67/33,4,0.6153846153846154,0.6153846153846154
boxing1,llama3.3:70b,5,33/67,0,0.5725490196078431,0.573322005097706
boxing1,llama3.3:70b,5,33/67,1,0.5464015151515151,0.5434350132625995
boxing1,llama3.3:70b,5,33/67,2,0.47214285714285714,0.4527886881382561
boxing1,llama3.3:70b,5,33/67,3,0.5495283018867925,0.5409419581786203
boxing1,llama3.3:70b,5,33/67,4,0.5991379310344828,0.6008496176720476
boxing1,llama3.3:70b,5,50/50,0,0.6375,0.6336996336996337
boxing1,llama3.3:70b,5,50/50,1,0.5283648498331479,0.52
boxing1,llama3.3:70b,5,50/50,2,0.7103174603174603,0.7069358515141648
boxing1,llama3.3:70b,5,50/50,3,0.6111111111111112,0.5970695970695971
boxing1,llama3.3:70b,5,50/50,4,0.6984126984126984,0.6527777777777778
boxing1,llama3.3:70b,5,67/33,0,0.7429467084639498,0.7150997150997151
boxing1,llama3.3:70b,5,67/33,1,0.5225563909774436,0.5223130106851037
boxing1,llama3.3:70b,5,67/33,2,0.5626780626780626,0.5636363636363637
boxing1,llama3.3:70b,5,67/33,3,0.6965811965811965,0.6925227113906359
boxing1,llama3.3:70b,5,67/33,4,0.7060439560439561,0.7025016903313049
boxing1,deepseek-r1:70b,5,33/67,0,0.5519607843137255,0.5465053277948347
boxing1,deepseek-r1:70b,5,33/67,1,0.5606060606060606,0.5609056122448979
boxing1,deepseek-r1:70b,5,33/67,2,0.5478571428571428,0.5246629659000793
boxing1,deepseek-r1:70b,5,33/67,3,0.6179245283018868,0.6179245283018868
boxing1,deepseek-r1:70b,5,33/67,4,0.541445623342175,0.5398474273656874
boxing1,deepseek-r1:70b,5,50/50,0,0.4625,0.4578839988341591
boxing1,deepseek-r1:70b,5,50/50,1,0.5789766407119021,0.5737425404944586
boxing1,deepseek-r1:70b,5,50/50,2,0.6547619047619048,0.6266666666666667
boxing1,deepseek-r1:70b,5,50/50,3,0.6746031746031746,0.6228571428571429
boxing1,deepseek-r1:70b,5,50/50,4,0.6071428571428572,0.6011396011396011
boxing1,deepseek-r1:70b,5,67/33,0,0.6739811912225706,0.6266666666666667
boxing1,deepseek-r1:70b,5,67/33,1,0.5200501253132832,0.5174603174603174
boxing1,deepseek-r1:70b,5,67/33,2,0.5028490028490029,0.48231233822260566
boxing1,deepseek-r1:70b,5,67/33,3,0.698005698005698,0.6799999999999999
boxing1,deepseek-r1:70b,5,67/33,4,0.6401098901098902,0.6448748991121873
boxing1,gemma3:27b,5,33/67,0,0.4843137254901961,0.48341836734693877
boxing1,gemma3:27b,5,33/67,1,0.5975378787878788,0.5971485411140584
boxing1,gemma3:27b,5,33/67,2,0.5746428571428572,0.5558064516129032
boxing1,gemma3:27b,5,33/67,3,0.5296495956873315,0.5263157894736842
boxing1,gemma3:27b,5,33/67,4,0.5586870026525199,0.5558064516129032
boxing1,gemma3:27b,5,50/50,0,0.625,0.6287854119179421
boxing1,gemma3:27b,5,50/50,1,0.6490545050055617,0.6491228070175439
boxing1,gemma3:27b,5,50/50,2,0.626984126984127,0.6052631578947368
boxing1,gemma3:27b,5,50/50,3,0.7103174603174603,0.667735354124162
boxing1,gemma3:27b,5,50/50,4,0.5317460317460317,0.5238095238095237
boxing1,gemma3:27b,5,67/33,0,0.6692789968652038,0.6643783371472158
boxing1,gemma3:27b,5,67/33,1,0.5488721804511278,0.5488721804511278
boxing1,gemma3:27b,5,67/33,2,0.5797720797720798,0.5803066989507668
boxing1,gemma3:27b,5,67/33,3,0.6609686609686609,0.6354166666666667
boxing1,gemma3:27b,5,67/33,4,0.651098901098901,0.6484110885733604
boxing2,no,5,33/67,0,0.5442073170731707,0.5435897435897435
boxing2,no,5,33/67,1,0.6659044715447155,0.6658899676375405
boxing2,no,5,33/67,2,0.6404040404040404,0.6404040404040404
boxing2,no,5,33/67,3,0.6071789686552073,0.5474576271186441
boxing2,no,5,33/67,4,0.6248717948717949,0.6244725738396624
boxing2,no,5,50/50,0,0.6617511520737327,0.6616961789375583
boxing2,no,5,50/50,1,0.7293233082706767,0.7320277048005732
boxing2,no,5,50/50,2,0.7032258064516128,0.695852534562212
boxing2,no,5,50/50,3,0.7410138248847926,0.717948717948718
boxing2,no,5,50/50,4,0.7218080149114632,0.7241209736906811
boxing2,no,5,67/33,0,0.7045454545454546,0.6762874929258631
boxing2,no,5,67/33,1,0.6964285714285714,0.6757894736842105
boxing2,no,5,67/33,2,0.6458333333333333,0.6356107660455487
boxing2,no,5,67/33,3,0.6966873706004141,0.691644204851752
boxing2,no,5,67/33,4,0.616557734204793,0.616557734204793
boxing2,claude,5,33/67,0,0.6483739837398375,0.643048128342246
boxing2,claude,5,33/67,1,0.5388719512195121,0.5335429769392033
boxing2,claude,5,33/67,2,0.5727272727272728,0.5725480283114257
boxing2,claude,5,33/67,3,0.6150151668351871,0.5858263528786066
boxing2,claude,5,33/67,4,0.592051282051282,0.5913265306122449
boxing2,claude,5,50/50,0,0.6668202764976958,0.6530663329161452
boxing2,claude,5,50/50,1,0.6052631578947368,0.6059230952949606
boxing2,claude,5,50/50,2,0.6852534562211982,0.6817451205510907
boxing2,claude,5,50/50,3,0.6728110599078341,0.6654377880184332
boxing2,claude,5,50/50,4,0.5521901211556384,0.5522807017543859
boxing2,claude,5,67/33,0,0.7272727272727273,0.717948717948718
boxing2,claude,5,67/33,1,0.7142857142857143,0.6968733439321675
boxing2,claude,5,67/33,2,0.6958333333333333,0.6791666666666667
boxing2,claude,5,67/33,3,0.5641821946169772,0.5625327053898482
boxing2,claude,5,67/33,4,0.7156862745098038,0.7006802721088435
boxing2,gemini,5,33/67,0,0.47459349593495936,0.47187822497420023
boxing2,gemini,5,33/67,1,0.5584349593495935,0.5491388044579535
boxing2,gemini,5,33/67,2,0.5845959595959596,0.5840596185423772
boxing2,gemini,5,33/67,3,0.6779575328614762,0.6715031182385134
boxing2,gemini,5,33/67,4,0.5235897435897436,0.5232142857142856
boxing2,gemini,5,50/50,0,0.6580645161290323,0.6552706552706553
boxing2,gemini,5,50/50,1,0.6005639097744361,0.6005809731299927
boxing2,gemini,5,50/50,2,0.6064516129032258,0.6056985294117647
boxing2,gemini,5,50/50,3,0.7211981566820276,0.7088460645460877
boxing2,gemini,5,50/50,4,0.5694315004659832,0.5694315004659832
boxing2,gemini,5,67/33,0,0.8181818181818181,0.8178053830227743
boxing2,gemini,5,67/33,1,0.6383928571428572,0.6363636363636364
boxing2,gemini,5,67/33,2,0.7083333333333333,0.7043927648578812
boxing2,gemini,5,67/33,3,0.6532091097308489,0.6502384737678856
boxing2,gemini,5,67/33,4,0.6459694989106755,0.6442048517520216
boxing2,gpt-4o,5,33/67,0,0.6483739837398375,0.643048128342246
boxing2,gpt-4o,5,33/67,1,0.5388719512195121,0.5335429769392033
boxing2,gpt-4o,5,33/67,2,0.5727272727272728,0.5725480283114257
boxing2,gpt-4o,5,33/67,3,0.6150151668351871,0.5858263528786066
boxing2,gpt-4o,5,33/67,4,0.592051282051282,0.5913265306122449
boxing2,gpt-4o,5,50/50,0,0.6668202764976958,0.6530663329161452
boxing2,gpt-4o,5,50/50,1,0.6052631578947368,0.6059230952949606
boxing2,gpt-4o,5,50/50,2,0.6852534562211982,0.6817451205510907
boxing2,gpt-4o,5,50/50,3,0.6728110599078341,0.6654377880184332
boxing2,gpt-4o,5,50/50,4,0.5521901211556384,0.5522807017543859
boxing2,gpt-4o,5,67/33,0,0.7272727272727273,0.717948717948718
boxing2,gpt-4o,5,67/33,1,0.7142857142857143,0.6968733439321675
boxing2,gpt-4o,5,67/33,2,0.6958333333333333,0.6791666666666667
boxing2,gpt-4o,5,67/33,3,0.5641821946169772,0.5625327053898482
boxing2,gpt-4o,5,67/33,4,0.7156862745098038,0.7006802721088435
boxing2,gpt-o1,5,33/67,0,0.5807926829268293,0.5808832887870689
boxing2,gpt-o1,5,33/67,1,0.6346544715447155,0.6348717948717949
boxing2,gpt-o1,5,33/67,2,0.6186868686868687,0.6167679837892603
boxing2,gpt-o1,5,33/67,3,0.6802325581395349,0.6658899676375405
boxing2,gpt-o1,5,33/67,4,0.602051282051282,0.6017133358905511
boxing2,gpt-o1,5,50/50,0,0.7797235023041474,0.7806267806267806
boxing2,gpt-o1,5,50/50,1,0.7340225563909775,0.7350649350649351
boxing2,gpt-o1,5,50/50,2,0.7336405529953918,0.7262672811059908
boxing2,gpt-o1,5,50/50,3,0.7354838709677419,0.725
boxing2,gpt-o1,5,50/50,4,0.5619757688723206,0.5612535612535613
boxing2,gpt-o1,5,67/33,0,0.75,0.7390835579514825
boxing2,gpt-o1,5,67/33,1,0.7678571428571428,0.7603485838779956
boxing2,gpt-o1,5,67/33,2,0.6916666666666667,0.681159420289855
boxing2,gpt-o1,5,67/33,3,0.7443064182194616,0.7435082140964494
boxing2,gpt-o1,5,67/33,4,0.7124183006535948,0.7124183006535948
boxing2,rt-us,5,33/67,0,0.653709349593496,0.6530665280665281
boxing2,rt-us,5,33/67,1,0.5998475609756098,0.5994599459945995
boxing2,rt-us,5,33/67,2,0.6633838383838384,0.6625379170879677
boxing2,rt-us,5,33/67,3,0.5778564206268958,0.5664102564102564
boxing2,rt-us,5,33/67,4,0.5992307692307692,0.5994599459945995
boxing2,rt-us,5,50/50,0,0.6437788018433179,0.6415584415584416
boxing2,rt-us,5,50/50,1,0.7302631578947368,0.725
boxing2,rt-us,5,50/50,2,0.715668202764977,0.7120551090700344
boxing2,rt-us,5,50/50,3,0.6746543778801843,0.6638888888888889
boxing2,rt-us,5,50/50,4,0.6924510717614165,0.6924510717614165
boxing2,rt-us,5,67/33,0,0.6590909090909091,0.6442048517520216
boxing2,rt-us,5,67/33,1,0.6428571428571428,0.611831862999481
boxing2,rt-us,5,67/33,2,0.7583333333333333,0.7498708010335917
boxing2,rt-us,5,67/33,3,0.7960662525879918,0.7953488372093023
boxing2,rt-us,5,67/33,4,0.6786492374727668,0.6574987026466009
boxing2,et-ss,5,33/67,0,0.5195630081300813,0.4963423050379572
boxing2,et-ss,5,33/67,1,0.5757113821138211,0.5729797979797979
boxing2,et-ss,5,33/67,2,0.46212121212121215,0.4523076923076923
