dataset,method,classifier,concatenation,num_trees,num_examples,description,max_tree_depth,temperature,split,iter,accuracy,f1_score
boxing1,gemini,mlp,True,4,1,False,0,1,67/33,0,0.664576802507837,0.6875
boxing1,gemini,mlp,True,4,1,False,0,1,67/33,1,0.6604010025062657,0.636617749825297
boxing1,gemini,mlp,True,4,1,False,0,1,67/33,2,0.5968660968660968,0.5891690009337068
boxing1,gemini,mlp,True,4,1,False,0,1,67/33,3,0.5797720797720798,0.5803066989507668
boxing1,gemini,mlp,True,4,1,False,0,1,67/33,4,0.5164835164835165,0.453125
boxing1,gemini,mlp,True,5,1,False,0,1,33/67,0,0.5872549019607843,0.5684426229508197
boxing1,gemini,mlp,True,5,1,False,0,1,33/67,1,0.5303030303030303,0.4350956130483689
boxing1,gemini,mlp,True,5,1,False,0,1,33/67,2,0.5546428571428572,0.5398474273656874
boxing1,gemini,mlp,True,5,1,False,0,1,33/67,3,0.5589622641509434,0.55
boxing1,gemini,mlp,True,5,1,False,0,1,33/67,4,0.5782493368700266,0.5749625187406296
boxing1,gemini,mlp,True,5,1,False,0,1,50/50,0,0.525,0.5193312434691745
boxing1,gemini,mlp,True,5,1,False,0,1,50/50,1,0.5,0.3406593406593406
boxing1,gemini,mlp,True,5,1,False,0,1,50/50,2,0.6309523809523809,0.6415770609318996
boxing1,gemini,mlp,True,5,1,False,0,1,50/50,3,0.5793650793650793,0.5807453416149069
boxing1,gemini,mlp,True,5,1,False,0,1,50/50,4,0.6428571428571428,0.6428571428571428
boxing1,gemini,mlp,True,5,1,False,0,1,67/33,0,0.6191222570532915,0.6307692307692307
boxing1,gemini,mlp,True,5,1,False,0,1,67/33,1,0.6102756892230576,0.5807127882599581
boxing1,gemini,mlp,True,5,1,False,0,1,67/33,2,0.5584045584045584,0.53125
boxing1,gemini,mlp,True,5,1,False,0,1,67/33,3,0.5413105413105413,0.5333333333333333
boxing1,gemini,mlp,True,5,1,False,0,1,67/33,4,0.6565934065934066,0.6643783371472158
boxing1,claude,mlp,True,1,1,False,0,1,33/67,0,0.5,0.3863636363636363
boxing1,claude,mlp,True,1,1,False,0,1,33/67,1,0.5,0.3720930232558139
boxing1,claude,mlp,True,1,1,False,0,1,33/67,2,0.6332142857142857,0.6428571428571428
boxing1,claude,mlp,True,1,1,False,0,1,33/67,3,0.5852425876010782,0.5846153846153846
boxing1,claude,mlp,True,1,1,False,0,1,33/67,4,0.5533819628647215,0.5409419581786203
boxing1,claude,mlp,True,1,1,False,0,1,50/50,0,0.6625,0.6739130434782609
boxing1,claude,mlp,True,1,1,False,0,1,50/50,1,0.5,0.3406593406593406
boxing1,claude,mlp,True,1,1,False,0,1,50/50,2,0.5952380952380952,0.6000000000000001
boxing1,claude,mlp,True,1,1,False,0,1,50/50,3,0.6865079365079365,0.6771130104463438
boxing1,claude,mlp,True,1,1,False,0,1,50/50,4,0.6190476190476191,0.6148908857509627
boxing1,claude,mlp,True,1,1,False,0,1,67/33,0,0.7100313479623824,0.738562091503268
boxing1,claude,mlp,True,1,1,False,0,1,67/33,1,0.5263157894736842,0.3999999999999999
boxing1,claude,mlp,True,1,1,False,0,1,67/33,2,0.5584045584045584,0.53125
boxing1,claude,mlp,True,1,1,False,0,1,67/33,3,0.5783475783475783,0.5698924731182795
boxing1,claude,mlp,True,1,1,False,0,1,67/33,4,0.5,0.3939393939393939
boxing1,claude,mlp,True,2,1,False,0,1,33/67,0,0.6568627450980392,0.657125579520258
boxing1,claude,mlp,True,2,1,False,0,1,33/67,1,0.5445075757575758,0.4938520459584761
boxing1,claude,mlp,True,2,1,False,0,1,33/67,2,0.6017857142857144,0.6053223388305847
boxing1,claude,mlp,True,2,1,False,0,1,33/67,3,0.5872641509433962,0.5778611632270169
boxing1,claude,mlp,True,2,1,False,0,1,33/67,4,0.5401193633952255,0.5
boxing1,claude,mlp,True,2,1,False,0,1,50/50,0,0.6625000000000001,0.673794853207684
boxing1,claude,mlp,True,2,1,False,0,1,50/50,1,0.5378197997775306,0.4724845327254965
boxing1,claude,mlp,True,2,1,False,0,1,50/50,2,0.6428571428571428,0.6563011456628478
boxing1,claude,mlp,True,2,1,False,0,1,50/50,3,0.6071428571428571,0.6134899583175445
boxing1,claude,mlp,True,2,1,False,0,1,50/50,4,0.6031746031746031,0.6031746031746031
boxing1,claude,mlp,True,2,1,False,0,1,67/33,0,0.755485893416928,0.7849462365591398
boxing1,claude,mlp,True,2,1,False,0,1,67/33,1,0.4812030075187969,0.4047619047619047
boxing1,claude,mlp,True,2,1,False,0,1,67/33,2,0.5968660968660968,0.5891690009337068
boxing1,claude,mlp,True,2,1,False,0,1,67/33,3,0.5783475783475783,0.5698924731182795
boxing1,claude,mlp,True,2,1,False,0,1,67/33,4,0.5879120879120879,0.5698924731182795
boxing1,claude,mlp,True,3,1,False,0,1,33/67,0,0.5,0.3863636363636363
boxing1,claude,mlp,True,3,1,False,0,1,33/67,1,0.5246212121212122,0.4499151103565365
boxing1,claude,mlp,True,3,1,False,0,1,33/67,2,0.6039285714285715,0.6050207693696947
boxing1,claude,mlp,True,3,1,False,0,1,33/67,3,0.6084905660377358,0.6075187969924811
boxing1,claude,mlp,True,3,1,False,0,1,33/67,4,0.5474137931034483,0.5468531468531469
boxing1,claude,mlp,True,3,1,False,0,1,50/50,0,0.6625,0.6739130434782609
boxing1,claude,mlp,True,3,1,False,0,1,50/50,1,0.5,0.3406593406593406
boxing1,claude,mlp,True,3,1,False,0,1,50/50,2,0.626984126984127,0.6306429548563611
boxing1,claude,mlp,True,3,1,False,0,1,50/50,3,0.6031746031746033,0.6072013093289689
boxing1,claude,mlp,True,3,1,False,0,1,50/50,4,0.5912698412698413,0.5897101921198307
boxing1,claude,mlp,True,3,1,False,0,1,67/33,0,0.4482758620689655,0.3939393939393939
boxing1,claude,mlp,True,3,1,False,0,1,67/33,1,0.5263157894736842,0.3999999999999999
boxing1,claude,mlp,True,3,1,False,0,1,67/33,2,0.5968660968660968,0.5891690009337068
boxing1,claude,mlp,True,3,1,False,0,1,67/33,3,0.5783475783475783,0.5698924731182795
boxing1,claude,mlp,True,3,1,False,0,1,67/33,4,0.5164835164835165,0.453125
boxing1,claude,mlp,True,4,1,False,0,1,33/67,0,0.5568627450980392,0.5079865016872891
boxing1,claude,mlp,True,4,1,False,0,1,33/67,1,0.5454545454545454,0.4642857142857142
boxing1,claude,mlp,True,4,1,False,0,1,33/67,2,0.5971428571428572,0.5933875714038428
boxing1,claude,mlp,True,4,1,False,0,1,33/67,3,0.5990566037735849,0.5971485411140584
boxing1,claude,mlp,True,4,1,False,0,1,33/67,4,0.5474137931034483,0.5468531468531469
boxing1,claude,mlp,True,4,1,False,0,1,50/50,0,0.575,0.5680181887078439
boxing1,claude,mlp,True,4,1,False,0,1,50/50,1,0.5,0.3406593406593406
boxing1,claude,mlp,True,4,1,False,0,1,50/50,2,0.6428571428571428,0.6563011456628478
boxing1,claude,mlp,True,4,1,False,0,1,50/50,3,0.6071428571428571,0.6134899583175445
boxing1,claude,mlp,True,4,1,False,0,1,50/50,4,0.626984126984127,0.6306429548563611
boxing1,claude,mlp,True,4,1,False,0,1,67/33,0,0.6755485893416928,0.6893874029335634
boxing1,claude,mlp,True,4,1,False,0,1,67/33,1,0.4812030075187969,0.4047619047619047
boxing1,claude,mlp,True,4,1,False,0,1,67/33,2,0.5968660968660968,0.5891690009337068
boxing1,claude,mlp,True,4,1,False,0,1,67/33,3,0.5797720797720798,0.5803066989507668
boxing1,claude,mlp,True,4,1,False,0,1,67/33,4,0.5879120879120879,0.5698924731182795
boxing1,claude,mlp,True,5,1,False,0,1,33/67,0,0.6,0.5714285714285714
boxing1,claude,mlp,True,5,1,False,0,1,33/67,1,0.5501893939393939,0.4842954159592529
boxing1,claude,mlp,True,5,1,False,0,1,33/67,2,0.5992857142857143,0.590633423180593
boxing1,claude,mlp,True,5,1,False,0,1,33/67,3,0.5990566037735849,0.5971485411140584
boxing1,claude,mlp,True,5,1,False,0,1,33/67,4,0.5056366047745358,0.4416360294117647
boxing1,claude,mlp,True,5,1,False,0,1,50/50,0,0.5875,0.5807453416149069
boxing1,claude,mlp,True,5,1,False,0,1,50/50,1,0.5172413793103449,0.3777777777777777
boxing1,claude,mlp,True,5,1,False,0,1,50/50,2,0.6190476190476191,0.6273291925465838
boxing1,claude,mlp,True,5,1,False,0,1,50/50,3,0.6071428571428571,0.6134899583175445
boxing1,claude,mlp,True,5,1,False,0,1,50/50,4,0.6190476190476191,0.6273291925465838
boxing1,claude,mlp,True,5,1,False,0,1,67/33,0,0.7100313479623824,0.738562091503268
boxing1,claude,mlp,True,5,1,False,0,1,67/33,1,0.4812030075187969,0.4047619047619047
boxing1,claude,mlp,True,5,1,False,0,1,67/33,2,0.5968660968660968,0.5891690009337068
boxing1,claude,mlp,True,5,1,False,0,1,67/33,3,0.5783475783475783,0.5698924731182795
boxing1,claude,mlp,True,5,1,False,0,1,67/33,4,0.5879120879120879,0.5698924731182795
boxing2,gpt-4o,mlp,True,1,1,False,0,1,33/67,0,0.4867886178861789,0.485019930564485
boxing2,gpt-4o,mlp,True,1,1,False,0,1,33/67,1,0.6067073170731707,0.6035115303983228
boxing2,gpt-4o,mlp,True,1,1,False,0,1,33/67,2,0.4977272727272727,0.4472049689440994
boxing2,gpt-4o,mlp,True,1,1,False,0,1,33/67,3,0.5520728008088979,0.4709293895896767
boxing2,gpt-4o,mlp,True,1,1,False,0,1,33/67,4,0.6205128205128205,0.6167679837892603
boxing2,gpt-4o,mlp,True,1,1,False,0,1,50/50,0,0.5216589861751152,0.4456886898096304
boxing2,gpt-4o,mlp,True,1,1,False,0,1,50/50,1,0.6071428571428572,0.5908151549942595
boxing2,gpt-4o,mlp,True,1,1,False,0,1,50/50,2,0.5184331797235023,0.504720406681191
boxing2,gpt-4o,mlp,True,1,1,False,0,1,50/50,3,0.5428571428571428,0.4087346024636058
boxing2,gpt-4o,mlp,True,1,1,False,0,1,50/50,4,0.6234855545200373,0.6239316239316239
boxing2,gpt-4o,mlp,True,1,1,False,0,1,67/33,0,0.5,0.4598214285714285
boxing2,gpt-4o,mlp,True,1,1,False,0,1,67/33,1,0.6696428571428572,0.6134366925064599
boxing2,gpt-4o,mlp,True,1,1,False,0,1,67/33,2,0.6541666666666667,0.6546310832025117
boxing2,gpt-4o,mlp,True,1,1,False,0,1,67/33,3,0.5859213250517599,0.5831578947368421
boxing2,gpt-4o,mlp,True,1,1,False,0,1,67/33,4,0.5130718954248366,0.5103338632750398
boxing2,gpt-4o,mlp,True,2,1,False,0,1,33/67,0,0.7040142276422765,0.700820223208283
boxing2,gpt-4o,mlp,True,2,1,False,0,1,33/67,1,0.5858739837398375,0.5836798336798337
boxing2,gpt-4o,mlp,True,2,1,False,0,1,33/67,2,0.5308080808080808,0.5002673796791444
boxing2,gpt-4o,mlp,True,2,1,False,0,1,33/67,3,0.6483822042467139,0.6232804232804232
boxing2,gpt-4o,mlp,True,2,1,False,0,1,33/67,4,0.5976923076923077,0.594224924012158
boxing2,gpt-4o,mlp,True,2,1,False,0,1,50/50,0,0.7294930875576037,0.7241209736906811
boxing2,gpt-4o,mlp,True,2,1,False,0,1,50/50,1,0.6033834586466165,0.5722222222222222
boxing2,gpt-4o,mlp,True,2,1,False,0,1,50/50,2,0.6009216589861751,0.6001863932898416
boxing2,gpt-4o,mlp,True,2,1,False,0,1,50/50,3,0.7373271889400921,0.723205964585275
boxing2,gpt-4o,mlp,True,2,1,False,0,1,50/50,4,0.6752096924510718,0.6757894736842105
boxing2,gpt-4o,mlp,True,2,1,False,0,1,67/33,0,0.6818181818181819,0.65625
boxing2,gpt-4o,mlp,True,2,1,False,0,1,67/33,1,0.6964285714285714,0.6757894736842105
boxing2,gpt-4o,mlp,True,2,1,False,0,1,67/33,2,0.6791666666666667,0.6791666666666667
boxing2,gpt-4o,mlp,True,2,1,False,0,1,67/33,3,0.6966873706004141,0.691644204851752
boxing2,gpt-4o,mlp,True,2,1,False,0,1,67/33,4,0.6862745098039216,0.6757894736842105
boxing2,gpt-4o,mlp,True,3,1,False,0,1,33/67,0,0.7266260162601625,0.7247546053516203
boxing2,gpt-4o,mlp,True,3,1,False,0,1,33/67,1,0.6590447154471545,0.659438775510204
boxing2,gpt-4o,mlp,True,3,1,False,0,1,33/67,2,0.4762626262626263,0.3816703621581671
boxing2,gpt-4o,mlp,True,3,1,False,0,1,33/67,3,0.7143579373104145,0.6993243243243243
boxing2,gpt-4o,mlp,True,3,1,False,0,1,33/67,4,0.7076923076923077,0.7097195042400521
boxing2,gpt-4o,mlp,True,3,1,False,0,1,50/50,0,0.7456221198156682,0.7424390243902439
boxing2,gpt-4o,mlp,True,3,1,False,0,1,50/50,1,0.6766917293233083,0.6757894736842105
boxing2,gpt-4o,mlp,True,3,1,False,0,1,50/50,2,0.5755760368663595,0.5539424280350438
boxing2,gpt-4o,mlp,True,3,1,False,0,1,50/50,3,0.7105990783410138,0.6866096866096867
boxing2,gpt-4o,mlp,True,3,1,False,0,1,50/50,4,0.6887232059645854,0.6898496240601504
boxing2,gpt-4o,mlp,True,3,1,False,0,1,67/33,0,0.7272727272727273,0.717948717948718
boxing2,gpt-4o,mlp,True,3,1,False,0,1,67/33,1,0.6785714285714286,0.6546310832025117
boxing2,gpt-4o,mlp,True,3,1,False,0,1,67/33,2,0.7416666666666667,0.7435082140964494
boxing2,gpt-4o,mlp,True,3,1,False,0,1,67/33,3,0.7422360248447204,0.7390835579514825
boxing2,gpt-4o,mlp,True,3,1,False,0,1,67/33,4,0.7233115468409586,0.717948717948718
boxing2,gpt-4o,mlp,True,4,1,False,0,1,33/67,0,0.5472560975609756,0.504976580796253
boxing2,gpt-4o,mlp,True,4,1,False,0,1,33/67,1,0.6346544715447155,0.6348717948717949
boxing2,gpt-4o,mlp,True,4,1,False,0,1,33/67,2,0.5078282828282829,0.4868972746331237
boxing2,gpt-4o,mlp,True,4,1,False,0,1,33/67,3,0.6049039433771486,0.5665584415584416
boxing2,gpt-4o,mlp,True,4,1,False,0,1,33/67,4,0.632051282051282,0.6326109391124871
boxing2,gpt-4o,mlp,True,4,1,False,0,1,50/50,0,0.7188940092165899,0.717948717948718
boxing2,gpt-4o,mlp,True,4,1,False,0,1,50/50,1,0.6635338345864662,0.6616961789375583
boxing2,gpt-4o,mlp,True,4,1,False,0,1,50/50,2,0.6921658986175115,0.6924510717614165
boxing2,gpt-4o,mlp,True,4,1,False,0,1,50/50,3,0.6764976958525346,0.6616961789375583
boxing2,gpt-4o,mlp,True,4,1,False,0,1,50/50,4,0.7022367194780987,0.7038961038961039
boxing2,gpt-4o,mlp,True,4,1,False,0,1,67/33,0,0.7045454545454546,0.6848484848484848
boxing2,gpt-4o,mlp,True,4,1,False,0,1,67/33,1,0.6785714285714286,0.6546310832025117
boxing2,gpt-4o,mlp,True,4,1,False,0,1,67/33,2,0.7,0.7006802721088435
boxing2,gpt-4o,mlp,True,4,1,False,0,1,67/33,3,0.6749482401656315,0.670940170940171
boxing2,gpt-4o,mlp,True,4,1,False,0,1,67/33,4,0.7233115468409586,0.717948717948718
boxing2,gpt-4o,mlp,True,5,1,False,0,1,33/67,0,0.6135670731707317,0.6050826946349335
boxing2,gpt-4o,mlp,True,5,1,False,0,1,33/67,1,0.6590447154471545,0.659438775510204
boxing2,gpt-4o,mlp,True,5,1,False,0,1,33/67,2,0.4752525252525252,0.4226363008971704
boxing2,gpt-4o,mlp,True,5,1,False,0,1,33/67,3,0.6258847320525783,0.5997354497354497
boxing2,gpt-4o,mlp,True,5,1,False,0,1,33/67,4,0.6148717948717949,0.614030612244898
boxing2,gpt-4o,mlp,True,5,1,False,0,1,50/50,0,0.7046082949308756,0.7038961038961039
boxing2,gpt-4o,mlp,True,5,1,False,0,1,50/50,1,0.6635338345864662,0.6616961789375583
boxing2,gpt-4o,mlp,True,5,1,False,0,1,50/50,2,0.6437788018433179,0.6415584415584416
boxing2,gpt-4o,mlp,True,5,1,False,0,1,50/50,3,0.7211981566820276,0.7088460645460877
boxing2,gpt-4o,mlp,True,5,1,False,0,1,50/50,4,0.6887232059645854,0.6898496240601504
boxing2,gpt-4o,mlp,True,5,1,False,0,1,67/33,0,0.6363636363636364,0.6071428571428572
boxing2,gpt-4o,mlp,True,5,1,False,0,1,67/33,1,0.6964285714285714,0.6757894736842105
boxing2,gpt-4o,mlp,True,5,1,False,0,1,67/33,2,0.6583333333333333,0.6574987026466009
boxing2,gpt-4o,mlp,True,5,1,False,0,1,67/33,3,0.6966873706004141,0.691644204851752
boxing2,gpt-4o,mlp,True,5,1,False,0,1,67/33,4,0.6753812636165577,0.670940170940171
boxing2,gpt-o1,mlp,True,1,1,False,0,1,33/67,0,0.5876524390243902,0.586687306501548
boxing2,gpt-o1,mlp,True,1,1,False,0,1,33/67,1,0.6501524390243902,0.6468253968253967
boxing2,gpt-o1,mlp,True,1,1,False,0,1,33/67,2,0.4861111111111111,0.4461580086580087
boxing2,gpt-o1,mlp,True,1,1,False,0,1,33/67,3,0.5194641051567239,0.4151732377538829
boxing2,gpt-o1,mlp,True,1,1,False,0,1,33/67,4,0.4305128205128205,0.3893851132686084
boxing2,gpt-o1,mlp,True,1,1,False,0,1,50/50,0,0.6262672811059908,0.6204278812974464
boxing2,gpt-o1,mlp,True,1,1,False,0,1,50/50,1,0.6325187969924813,0.6309412861136998
boxing2,gpt-o1,mlp,True,1,1,False,0,1,50/50,2,0.5506912442396313,0.5428707905421544
boxing2,gpt-o1,mlp,True,1,1,False,0,1,50/50,3,0.5211981566820276,0.4436781609195402
boxing2,gpt-o1,mlp,True,1,1,False,0,1,50/50,4,0.6383970177073626,0.6350230414746544
boxing2,gpt-o1,mlp,True,1,1,False,0,1,67/33,0,0.5909090909090909,0.5285714285714286
boxing2,gpt-o1,mlp,True,1,1,False,0,1,67/33,1,0.6607142857142857,0.6333333333333333
boxing2,gpt-o1,mlp,True,1,1,False,0,1,67/33,2,0.5541666666666667,0.484375
boxing2,gpt-o1,mlp,True,1,1,False,0,1,67/33,3,0.5600414078674948,0.5493261455525607
boxing2,gpt-o1,mlp,True,1,1,False,0,1,67/33,4,0.5947712418300654,0.5954022988505747
boxing2,gpt-o1,mlp,True,2,1,False,0,1,33/67,0,0.6864837398373984,0.6731638418079096
boxing2,gpt-o1,mlp,True,2,1,False,0,1,33/67,1,0.6450711382113821,0.6452359521666452
boxing2,gpt-o1,mlp,True,2,1,False,0,1,33/67,2,0.5078282828282829,0.4868972746331237
boxing2,gpt-o1,mlp,True,2,1,False,0,1,33/67,3,0.6701213346814965,0.6501572327044025
boxing2,gpt-o1,mlp,True,2,1,False,0,1,33/67,4,0.7120512820512821,0.7144385026737968
boxing2,gpt-o1,mlp,True,2,1,False,0,1,50/50,0,0.7276497695852535,0.7191489361702128
boxing2,gpt-o1,mlp,True,2,1,False,0,1,50/50,1,0.7077067669172932,0.7066666666666667
boxing2,gpt-o1,mlp,True,2,1,False,0,1,50/50,2,0.6940092165898617,0.6944444444444444
boxing2,gpt-o1,mlp,True,2,1,False,0,1,50/50,3,0.7087557603686636,0.6898496240601504
boxing2,gpt-o1,mlp,True,2,1,False,0,1,50/50,4,0.6985088536812675,0.70050155242417
boxing2,gpt-o1,mlp,True,2,1,False,0,1,67/33,0,0.7045454545454546,0.6848484848484848
boxing2,gpt-o1,mlp,True,2,1,False,0,1,67/33,1,0.7098214285714286,0.6791666666666667
boxing2,gpt-o1,mlp,True,2,1,False,0,1,67/33,2,0.7416666666666667,0.7435082140964494
boxing2,gpt-o1,mlp,True,2,1,False,0,1,67/33,3,0.7184265010351967,0.7124183006535948
boxing2,gpt-o1,mlp,True,2,1,False,0,1,67/33,4,0.6862745098039216,0.6757894736842105
boxing2,gpt-o1,mlp,True,3,1,False,0,1,33/67,0,0.6760670731707317,0.6633039092055486
boxing2,gpt-o1,mlp,True,3,1,False,0,1,33/67,1,0.6310975609756098,0.6299376299376299
boxing2,gpt-o1,mlp,True,3,1,False,0,1,33/67,2,0.5297979797979797,0.5178018575851393
boxing2,gpt-o1,mlp,True,3,1,False,0,1,33/67,3,0.712082912032356,0.7048469387755103
boxing2,gpt-o1,mlp,True,3,1,False,0,1,33/67,4,0.7120512820512821,0.7144385026737968
boxing2,gpt-o1,mlp,True,3,1,False,0,1,50/50,0,0.6847926267281106,0.6780487804878048
boxing2,gpt-o1,mlp,True,3,1,False,0,1,50/50,1,0.619360902255639,0.6169027165080102
boxing2,gpt-o1,mlp,True,3,1,False,0,1,50/50,2,0.6188940092165899,0.6190256291849457
boxing2,gpt-o1,mlp,True,3,1,False,0,1,50/50,3,0.7373271889400921,0.723205964585275
boxing2,gpt-o1,mlp,True,3,1,False,0,1,50/50,4,0.7502329916123021,0.7518796992481203
boxing2,gpt-o1,mlp,True,3,1,False,0,1,67/33,0,0.75,0.7390835579514825
boxing2,gpt-o1,mlp,True,3,1,False,0,1,67/33,1,0.6473214285714286,0.6294736842105264
boxing2,gpt-o1,mlp,True,3,1,False,0,1,67/33,2,0.7916666666666667,0.792778649921507
boxing2,gpt-o1,mlp,True,3,1,False,0,1,67/33,3,0.7184265010351967,0.7124183006535948
boxing2,gpt-o1,mlp,True,3,1,False,0,1,67/33,4,0.6862745098039216,0.6757894736842105
boxing2,gpt-o1,mlp,True,4,1,False,0,1,33/67,0,0.5701219512195121,0.5621592873288127
boxing2,gpt-o1,mlp,True,4,1,False,0,1,33/67,1,0.726880081300813,0.7275510204081632
boxing2,gpt-o1,mlp,True,4,1,False,0,1,33/67,2,0.5078282828282829,0.4868972746331237
boxing2,gpt-o1,mlp,True,4,1,False,0,1,33/67,3,0.6483822042467139,0.6232804232804232
boxing2,gpt-o1,mlp,True,4,1,False,0,1,33/67,4,0.6205128205128205,0.6167679837892603
boxing2,gpt-o1,mlp,True,4,1,False,0,1,50/50,0,0.7294930875576037,0.7241209736906811
boxing2,gpt-o1,mlp,True,4,1,False,0,1,50/50,1,0.7255639097744361,0.723205964585275
boxing2,gpt-o1,mlp,True,4,1,False,0,1,50/50,2,0.7138248847926267,0.7120551090700344
boxing2,gpt-o1,mlp,True,4,1,False,0,1,50/50,3,0.7087557603686636,0.6898496240601504
boxing2,gpt-o1,mlp,True,4,1,False,0,1,50/50,4,0.7022367194780987,0.7038961038961039
boxing2,gpt-o1,mlp,True,4,1,False,0,1,67/33,0,0.75,0.7390835579514825
boxing2,gpt-o1,mlp,True,4,1,False,0,1,67/33,1,0.7098214285714286,0.6791666666666667
boxing2,gpt-o1,mlp,True,4,1,False,0,1,67/33,2,0.6416666666666666,0.6363636363636364
boxing2,gpt-o1,mlp,True,4,1,False,0,1,67/33,3,0.6749482401656315,0.670940170940171
boxing2,gpt-o1,mlp,True,4,1,False,0,1,67/33,4,0.7233115468409586,0.717948717948718
boxing2,gpt-o1,mlp,True,5,1,False,0,1,33/67,0,0.6938516260162602,0.6941580756013745
boxing2,gpt-o1,mlp,True,5,1,False,0,1,33/67,1,0.6626016260162602,0.6618541033434651
boxing2,gpt-o1,mlp,True,5,1,False,0,1,33/67,2,0.5078282828282829,0.4868972746331237
boxing2,gpt-o1,mlp,True,5,1,False,0,1,33/67,3,0.5738119312436805,0.5056259792052414
boxing2,gpt-o1,mlp,True,5,1,False,0,1,33/67,4,0.6205128205128205,0.6167679837892603
boxing2,gpt-o1,mlp,True,5,1,False,0,1,50/50,0,0.6723502304147466,0.6689754000477669
boxing2,gpt-o1,mlp,True,5,1,False,0,1,50/50,1,0.6560150375939849,0.6360294117647058
boxing2,gpt-o1,mlp,True,5,1,False,0,1,50/50,2,0.695852534562212,0.695852534562212
boxing2,gpt-o1,mlp,True,5,1,False,0,1,50/50,3,0.6105990783410138,0.5539424280350438
boxing2,gpt-o1,mlp,True,5,1,False,0,1,50/50,4,0.7157502329916123,0.717948717948718
boxing2,gpt-o1,mlp,True,5,1,False,0,1,67/33,0,0.75,0.7390835579514825
boxing2,gpt-o1,mlp,True,5,1,False,0,1,67/33,1,0.7633928571428572,0.7435082140964494
boxing2,gpt-o1,mlp,True,5,1,False,0,1,67/33,2,0.6791666666666667,0.6791666666666667
boxing2,gpt-o1,mlp,True,5,1,False,0,1,67/33,3,0.6966873706004141,0.691644204851752
boxing2,gpt-o1,mlp,True,5,1,False,0,1,67/33,4,0.6862745098039216,0.6757894736842105
boxing2,gemini,mlp,True,1,1,False,0,1,33/67,0,0.5457317073170732,0.5332795482049213
boxing2,gemini,mlp,True,1,1,False,0,1,33/67,1,0.5807926829268293,0.5808832887870689
boxing2,gemini,mlp,True,1,1,False,0,1,33/67,2,0.4984848484848485,0.4193127446715963
boxing2,gemini,mlp,True,1,1,False,0,1,33/67,3,0.5217391304347826,0.3724358974358974
boxing2,gemini,mlp,True,1,1,False,0,1,33/67,4,0.6105128205128205,0.6059456040480709
boxing2,gemini,mlp,True,1,1,False,0,1,50/50,0,0.7350230414746544,0.7350649350649351
boxing2,gemini,mlp,True,1,1,False,0,1,50/50,1,0.5939849624060151,0.5753676470588236
boxing2,gemini,mlp,True,1,1,False,0,1,50/50,2,0.676036866359447,0.6757894736842105
boxing2,gemini,mlp,True,1,1,False,0,1,50/50,3,0.5534562211981566,0.4653775803501437
boxing2,gemini,mlp,True,1,1,False,0,1,50/50,4,0.6150978564771669,0.6060606060606061
boxing2,gemini,mlp,True,1,1,False,0,1,67/33,0,0.6590909090909091,0.6546310832025117
boxing2,gemini,mlp,True,1,1,False,0,1,67/33,1,0.6517857142857143,0.5900621118012422
boxing2,gemini,mlp,True,1,1,False,0,1,67/33,2,0.6416666666666666,0.6363636363636364
boxing2,gemini,mlp,True,1,1,False,0,1,67/33,3,0.6749482401656315,0.670940170940171
boxing2,gemini,mlp,True,1,1,False,0,1,67/33,4,0.6568627450980392,0.6502384737678856
boxing2,gemini,mlp,True,2,1,False,0,1,33/67,0,0.5457317073170732,0.5332795482049213
boxing2,gemini,mlp,True,2,1,False,0,1,33/67,1,0.615599593495935,0.615599593495935
boxing2,gemini,mlp,True,2,1,False,0,1,33/67,2,0.5078282828282829,0.4868972746331237
boxing2,gemini,mlp,True,2,1,False,0,1,33/67,3,0.5520728008088979,0.4709293895896767
boxing2,gemini,mlp,True,2,1,False,0,1,33/67,4,0.6317948717948718,0.6175429726996966
boxing2,gemini,mlp,True,2,1,False,0,1,50/50,0,0.564516129032258,0.4751104565537555
boxing2,gemini,mlp,True,2,1,False,0,1,50/50,1,0.6033834586466165,0.5722222222222222
boxing2,gemini,mlp,True,2,1,False,0,1,50/50,2,0.5327188940092166,0.5170731707317073
boxing2,gemini,mlp,True,2,1,False,0,1,50/50,3,0.6516129032258065,0.6192307692307693
boxing2,gemini,mlp,True,2,1,False,0,1,50/50,4,0.6286113699906803,0.6211251435132032
boxing2,gemini,mlp,True,2,1,False,0,1,67/33,0,0.5681818181818182,0.5569687334393216
boxing2,gemini,mlp,True,2,1,False,0,1,67/33,1,0.6517857142857143,0.5900621118012422
boxing2,gemini,mlp,True,2,1,False,0,1,67/33,2,0.6416666666666666,0.6363636363636364
boxing2,gemini,mlp,True,2,1,False,0,1,67/33,3,0.65527950310559,0.6546310832025117
boxing2,gemini,mlp,True,2,1,False,0,1,67/33,4,0.6045751633986928,0.5679586563307493
boxing2,gemini,mlp,True,3,1,False,0,1,33/67,0,0.5264227642276423,0.4885057471264368
boxing2,gemini,mlp,True,3,1,False,0,1,33/67,1,0.5757113821138211,0.5729797979797979
boxing2,gemini,mlp,True,3,1,False,0,1,33/67,2,0.5075757575757576,0.4911642411642412
boxing2,gemini,mlp,True,3,1,False,0,1,33/67,3,0.5419615773508595,0.4417562724014336
boxing2,gemini,mlp,True,3,1,False,0,1,33/67,4,0.568974358974359,0.5477642276422765
