dataset,method,concatenation,num_trees,num_examples,description,max_tree_depth,temperature,split,iter,accuracy,f1_score
acl,claude,False,5,1,False,0,1,67/33,2,0.8125,0.7482517482517483
acl,claude,False,5,1,False,0,1,67/33,3,0.625,0.5804195804195804
acl,claude,False,5,1,False,0,1,67/33,4,0.8571428571428572,0.8333333333333334
acl,claude,True,5,1,False,0,1,33/67,0,0.38095238095238093,0.38076923076923075
acl,claude,True,5,1,False,0,1,33/67,1,0.5,0.3235294117647059
acl,claude,True,5,1,False,0,1,33/67,2,0.5,0.3235294117647059
acl,claude,True,5,1,False,0,1,33/67,3,0.5119047619047619,0.4772727272727273
acl,claude,True,5,1,False,0,1,33/67,4,0.5,0.3611111111111111
acl,claude,True,5,1,False,0,1,50/50,0,0.5138888888888888,0.48484848484848486
acl,claude,True,5,1,False,0,1,50/50,1,0.5,0.2916666666666667
acl,claude,True,5,1,False,0,1,50/50,2,0.44285714285714284,0.43956043956043955
acl,claude,True,5,1,False,0,1,50/50,3,0.5071428571428571,0.4631578947368421
acl,claude,True,5,1,False,0,1,50/50,4,0.5,0.34615384615384615
acl,claude,True,5,1,False,0,1,67/33,0,0.5428571428571429,0.4857142857142857
acl,claude,True,5,1,False,0,1,67/33,1,0.5714285714285714,0.4375
acl,claude,True,5,1,False,0,1,67/33,2,0.5625,0.5555555555555556
acl,claude,True,5,1,False,0,1,67/33,3,0.5625,0.5
acl,claude,True,5,1,False,0,1,67/33,4,0.5,0.3684210526315789
bankruptcy,gpt-4o,False,5,1,False,0,1,33/67,0,0.880701754385965,0.880701754385965
bankruptcy,gpt-4o,False,5,1,False,0,1,33/67,1,0.6388888888888888,0.5729468599033817
bankruptcy,gpt-4o,False,5,1,False,0,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,gpt-4o,False,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gpt-4o,False,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-4o,False,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gpt-4o,False,5,1,False,0,1,50/50,1,0.9198717948717949,0.9198717948717949
bankruptcy,gpt-4o,False,5,1,False,0,1,50/50,2,0.8819444444444444,0.8726655348047538
bankruptcy,gpt-4o,False,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-4o,False,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-4o,False,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-4o,False,5,1,False,0,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-4o,False,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-4o,False,5,1,False,0,1,67/33,3,0.8285714285714285,0.8210526315789474
bankruptcy,gpt-4o,False,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gpt-4o,True,5,1,False,0,1,33/67,0,0.8947368421052632,0.8823529411764706
bankruptcy,gpt-4o,True,5,1,False,0,1,33/67,1,0.8333333333333333,0.8210526315789474
bankruptcy,gpt-4o,True,5,1,False,0,1,33/67,2,0.887719298245614,0.8819444444444444
bankruptcy,gpt-4o,True,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gpt-4o,True,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-4o,True,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gpt-4o,True,5,1,False,0,1,50/50,1,0.9198717948717949,0.9198717948717949
bankruptcy,gpt-4o,True,5,1,False,0,1,50/50,2,0.8576388888888888,0.8663101604278074
bankruptcy,gpt-4o,True,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-4o,True,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-4o,True,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-4o,True,5,1,False,0,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-4o,True,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-4o,True,5,1,False,0,1,67/33,3,0.8785714285714286,0.8785714285714286
bankruptcy,gpt-4o,True,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gpt-o1,False,5,1,False,0,1,33/67,0,0.880701754385965,0.880701754385965
bankruptcy,gpt-o1,False,5,1,False,0,1,33/67,1,0.9409722222222222,0.9409722222222222
bankruptcy,gpt-o1,False,5,1,False,0,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,gpt-o1,False,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gpt-o1,False,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-o1,False,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gpt-o1,False,5,1,False,0,1,50/50,1,0.9198717948717949,0.9198717948717949
bankruptcy,gpt-o1,False,5,1,False,0,1,50/50,2,0.8819444444444444,0.8726655348047538
bankruptcy,gpt-o1,False,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-o1,False,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-o1,False,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-o1,False,5,1,False,0,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-o1,False,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-o1,False,5,1,False,0,1,67/33,3,0.8285714285714285,0.8210526315789474
bankruptcy,gpt-o1,False,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gpt-o1,True,5,1,False,0,1,33/67,0,0.868421052631579,0.8528138528138528
bankruptcy,gpt-o1,True,5,1,False,0,1,33/67,1,0.8576388888888888,0.8528138528138528
bankruptcy,gpt-o1,True,5,1,False,0,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,gpt-o1,True,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gpt-o1,True,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gpt-o1,True,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gpt-o1,True,5,1,False,0,1,50/50,1,0.9198717948717949,0.9198717948717949
bankruptcy,gpt-o1,True,5,1,False,0,1,50/50,2,0.8576388888888888,0.8663101604278074
bankruptcy,gpt-o1,True,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gpt-o1,True,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gpt-o1,True,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gpt-o1,True,5,1,False,0,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gpt-o1,True,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gpt-o1,True,5,1,False,0,1,67/33,3,0.8285714285714285,0.8210526315789474
bankruptcy,gpt-o1,True,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gemini,False,5,1,False,0,1,33/67,0,0.7368421052631579,0.6964285714285714
bankruptcy,gemini,False,5,1,False,0,1,33/67,1,0.8611111111111112,0.85178727114211
bankruptcy,gemini,False,5,1,False,0,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,gemini,False,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gemini,False,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gemini,False,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gemini,False,5,1,False,0,1,50/50,1,0.9230769230769231,0.9198717948717949
bankruptcy,gemini,False,5,1,False,0,1,50/50,2,0.8506944444444444,0.8333333333333334
bankruptcy,gemini,False,5,1,False,0,1,50/50,3,0.5357142857142857,0.38095238095238093
bankruptcy,gemini,False,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gemini,False,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gemini,False,5,1,False,0,1,67/33,1,0.9444444444444444,0.9411764705882353
bankruptcy,gemini,False,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gemini,False,5,1,False,0,1,67/33,3,0.8285714285714285,0.8210526315789474
bankruptcy,gemini,False,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,gemini,True,5,1,False,0,1,33/67,0,0.8947368421052632,0.8823529411764706
bankruptcy,gemini,True,5,1,False,0,1,33/67,1,0.8576388888888888,0.8528138528138528
bankruptcy,gemini,True,5,1,False,0,1,33/67,2,0.9140350877192982,0.9110723626852659
bankruptcy,gemini,True,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,gemini,True,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,gemini,True,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,gemini,True,5,1,False,0,1,50/50,1,0.9166666666666667,0.9188311688311688
bankruptcy,gemini,True,5,1,False,0,1,50/50,2,0.8576388888888888,0.8663101604278074
bankruptcy,gemini,True,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,gemini,True,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,gemini,True,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,gemini,True,5,1,False,0,1,67/33,1,0.8819444444444444,0.8819444444444444
bankruptcy,gemini,True,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,gemini,True,5,1,False,0,1,67/33,3,0.9285714285714286,0.9377289377289377
bankruptcy,gemini,True,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,claude,False,5,1,False,0,1,33/67,0,0.763157894736842,0.7294429708222812
bankruptcy,claude,False,5,1,False,0,1,33/67,1,0.8055555555555556,0.7895667550839964
bankruptcy,claude,False,5,1,False,0,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,claude,False,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,claude,False,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,claude,False,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,claude,False,5,1,False,0,1,50/50,1,0.9198717948717949,0.9198717948717949
bankruptcy,claude,False,5,1,False,0,1,50/50,2,0.8819444444444444,0.8726655348047538
bankruptcy,claude,False,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,claude,False,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,claude,False,5,1,False,0,1,67/33,0,0.7878787878787878,0.7984189723320159
bankruptcy,claude,False,5,1,False,0,1,67/33,1,0.9444444444444444,0.9411764705882353
bankruptcy,claude,False,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,claude,False,5,1,False,0,1,67/33,3,0.8285714285714285,0.8210526315789474
bankruptcy,claude,False,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
bankruptcy,claude,True,5,1,False,0,1,33/67,0,0.8947368421052632,0.8823529411764706
bankruptcy,claude,True,5,1,False,0,1,33/67,1,0.7673611111111112,0.7647058823529411
bankruptcy,claude,True,5,1,False,0,1,33/67,2,0.8614035087719298,0.8528138528138528
bankruptcy,claude,True,5,1,False,0,1,33/67,3,0.8392857142857143,0.8229166666666667
bankruptcy,claude,True,5,1,False,0,1,33/67,4,0.8403508771929824,0.8464317976513098
bankruptcy,claude,True,5,1,False,0,1,50/50,0,0.8666666666666667,0.8726655348047538
bankruptcy,claude,True,5,1,False,0,1,50/50,1,0.9615384615384616,0.96
bankruptcy,claude,True,5,1,False,0,1,50/50,2,0.9131944444444444,0.9131944444444444
bankruptcy,claude,True,5,1,False,0,1,50/50,3,0.8116883116883117,0.8
bankruptcy,claude,True,5,1,False,0,1,50/50,4,0.7666666666666666,0.7771836007130125
bankruptcy,claude,True,5,1,False,0,1,67/33,0,0.8333333333333333,0.8583333333333334
bankruptcy,claude,True,5,1,False,0,1,67/33,1,0.9444444444444444,0.9411764705882353
bankruptcy,claude,True,5,1,False,0,1,67/33,2,0.9545454545454546,0.9377289377289377
bankruptcy,claude,True,5,1,False,0,1,67/33,3,0.8285714285714285,0.8210526315789474
bankruptcy,claude,True,5,1,False,0,1,67/33,4,0.7152777777777778,0.7017543859649122
boxing1,gpt-4o,False,5,1,False,0,1,33/67,0,0.5,0.38636363636363635
boxing1,gpt-4o,False,5,1,False,0,1,33/67,1,0.5918560606060606,0.5924362928096087
boxing1,gpt-4o,False,5,1,False,0,1,33/67,2,0.5860714285714286,0.5850556438791733
boxing1,gpt-4o,False,5,1,False,0,1,33/67,3,0.592654986522911,0.595
boxing1,gpt-4o,False,5,1,False,0,1,33/67,4,0.5,0.39097744360902253
boxing1,gpt-4o,False,5,1,False,0,1,50/50,0,0.625,0.625
boxing1,gpt-4o,False,5,1,False,0,1,50/50,1,0.5,0.34065934065934067
boxing1,gpt-4o,False,5,1,False,0,1,50/50,2,0.5515873015873016,0.5459976105137395
boxing1,gpt-4o,False,5,1,False,0,1,50/50,3,0.5753968253968254,0.5764705882352941
boxing1,gpt-4o,False,5,1,False,0,1,50/50,4,0.6150793650793651,0.6168067226890757
boxing1,gpt-4o,False,5,1,False,0,1,67/33,0,0.6363636363636364,0.6536796536796536
boxing1,gpt-4o,False,5,1,False,0,1,67/33,1,0.5676691729323309,0.5615731785944552
boxing1,gpt-4o,False,5,1,False,0,1,67/33,2,0.46438746438746437,0.42652329749103945
boxing1,gpt-4o,False,5,1,False,0,1,67/33,3,0.5626780626780626,0.5636363636363637
boxing1,gpt-4o,False,5,1,False,0,1,67/33,4,0.532967032967033,0.4982078853046595
boxing1,gpt-4o,True,5,1,False,0,1,33/67,0,0.5,0.38636363636363635
boxing1,gpt-4o,True,5,1,False,0,1,33/67,1,0.5,0.37209302325581395
boxing1,gpt-4o,True,5,1,False,0,1,33/67,2,0.6017857142857144,0.6053223388305847
boxing1,gpt-4o,True,5,1,False,0,1,33/67,3,0.592654986522911,0.595
boxing1,gpt-4o,True,5,1,False,0,1,33/67,4,0.5,0.39097744360902253
boxing1,gpt-4o,True,5,1,False,0,1,50/50,0,0.55,0.5485636114911081
boxing1,gpt-4o,True,5,1,False,0,1,50/50,1,0.5,0.34065934065934067
boxing1,gpt-4o,True,5,1,False,0,1,50/50,2,0.6111111111111112,0.6164772727272727
boxing1,gpt-4o,True,5,1,False,0,1,50/50,3,0.5753968253968254,0.5764705882352941
boxing1,gpt-4o,True,5,1,False,0,1,50/50,4,0.6111111111111112,0.6164772727272727
boxing1,gpt-4o,True,5,1,False,0,1,67/33,0,0.6191222570532915,0.6307692307692307
boxing1,gpt-4o,True,5,1,False,0,1,67/33,1,0.5,0.3442622950819672
boxing1,gpt-4o,True,5,1,False,0,1,67/33,2,0.5797720797720798,0.5803066989507668
boxing1,gpt-4o,True,5,1,False,0,1,67/33,3,0.5626780626780626,0.5636363636363637
boxing1,gpt-4o,True,5,1,False,0,1,67/33,4,0.5164835164835165,0.453125
boxing1,gpt-o1,False,5,1,False,0,1,33/67,0,0.6568627450980392,0.657125579520258
boxing1,gpt-o1,False,5,1,False,0,1,33/67,1,0.47159090909090906,0.4375
boxing1,gpt-o1,False,5,1,False,0,1,33/67,2,0.6332142857142857,0.6428571428571428
boxing1,gpt-o1,False,5,1,False,0,1,33/67,3,0.5966981132075472,0.5874363327674024
boxing1,gpt-o1,False,5,1,False,0,1,33/67,4,0.5,0.39097744360902253
boxing1,gpt-o1,False,5,1,False,0,1,50/50,0,0.6625,0.6739130434782609
boxing1,gpt-o1,False,5,1,False,0,1,50/50,1,0.5,0.34065934065934067
boxing1,gpt-o1,False,5,1,False,0,1,50/50,2,0.6428571428571428,0.6563011456628478
boxing1,gpt-o1,False,5,1,False,0,1,50/50,3,0.5753968253968254,0.5764705882352941
boxing1,gpt-o1,False,5,1,False,0,1,50/50,4,0.6150793650793651,0.6210526315789473
boxing1,gpt-o1,False,5,1,False,0,1,67/33,0,0.7100313479623824,0.738562091503268
boxing1,gpt-o1,False,5,1,False,0,1,67/33,1,0.4072681704260651,0.3309090909090909
boxing1,gpt-o1,False,5,1,False,0,1,67/33,2,0.5968660968660968,0.5891690009337068
boxing1,gpt-o1,False,5,1,False,0,1,67/33,3,0.5783475783475783,0.5698924731182795
boxing1,gpt-o1,False,5,1,False,0,1,67/33,4,0.6346153846153846,0.636617749825297
boxing1,gpt-o1,True,5,1,False,0,1,33/67,0,0.5333333333333333,0.4548076923076923
boxing1,gpt-o1,True,5,1,False,0,1,33/67,1,0.5804924242424242,0.5352459016393443
boxing1,gpt-o1,True,5,1,False,0,1,33/67,2,0.6017857142857144,0.6053223388305847
boxing1,gpt-o1,True,5,1,False,0,1,33/67,3,0.5966981132075472,0.5874363327674024
boxing1,gpt-o1,True,5,1,False,0,1,33/67,4,0.5,0.39097744360902253
boxing1,gpt-o1,True,5,1,False,0,1,50/50,0,0.4625,0.4460227272727273
boxing1,gpt-o1,True,5,1,False,0,1,50/50,1,0.5,0.34065934065934067
boxing1,gpt-o1,True,5,1,False,0,1,50/50,2,0.6111111111111112,0.6164772727272727
boxing1,gpt-o1,True,5,1,False,0,1,50/50,3,0.5753968253968254,0.5764705882352941
boxing1,gpt-o1,True,5,1,False,0,1,50/50,4,0.6150793650793651,0.6210526315789473
boxing1,gpt-o1,True,5,1,False,0,1,67/33,0,0.7100313479623824,0.738562091503268
boxing1,gpt-o1,True,5,1,False,0,1,67/33,1,0.6604010025062657,0.636617749825297
boxing1,gpt-o1,True,5,1,False,0,1,67/33,2,0.5797720797720798,0.5803066989507668
boxing1,gpt-o1,True,5,1,False,0,1,67/33,3,0.5783475783475783,0.5698924731182795
boxing1,gpt-o1,True,5,1,False,0,1,67/33,4,0.532967032967033,0.4982078853046595
boxing1,gemini,False,5,1,False,0,1,33/67,0,0.5901960784313726,0.5621621621621622
boxing1,gemini,False,5,1,False,0,1,33/67,1,0.5303030303030303,0.43509561304836897
boxing1,gemini,False,5,1,False,0,1,33/67,2,0.5546428571428572,0.5398474273656874
boxing1,gemini,False,5,1,False,0,1,33/67,3,0.5683962264150944,0.5591614593831888
boxing1,gemini,False,5,1,False,0,1,33/67,4,0.5421087533156499,0.4862579281183932
boxing1,gemini,False,5,1,False,0,1,50/50,0,0.5625,0.5459976105137395
